,News,Label
272,India's top general laid to rest with full military honours,0
1590,Amazon unveils music matching service rivaling Apple's,1
1246,UPDATE 1-Amazon reviewing bids to replace JPMorgan as credit card partner - source,1
1064,"Amazon-backed Rivian files for IPO, gears up for blockbuster year-end flotation",1
900,"India's Nifty breaches 17,000 on financials boost; GDP data in focus",0
986,"In India, Tamil Nadu eyes coal power reboot despite local fears",0
1045,"EXCLUSIVE-Walmart's Flipkart, Amazon ask India's top court to stop antitrust queries",1
493,India administers lowest number of COVID-19 tests in a month,0
343,Amazon cloud unit recovers from brief outage affecting third-party services,1
88,"Glitch in Amazon cloud service hits Japan brokers, airline",1
460,Japan's Kishida and India's Modi discuss response to Ukraine crisis,0
867,India's fuel demand rose 0.4 pct y/y in December,0
329,India's Jan trade deficit at $17.42 billion - trade ministry,0
1293,EXCLUSIVE-India plans foreign investment rule changes that could hit Amazon,1
1241,"Amazon, Google execs lead U.S. Senate panel antitrust hearing witness list",1
681,"Amazon seeks U.S. approval to deploy 4,500 additional satellites for internet project",1
553,Amazon rolls well enough with the punches in India,1
621,India's January infrastructure output grows 3.7% year on year,0
253,UK says India's UN vote swayed by dependence on Russia,0
291,Scatec and ACME put $400 million India solar development on hold,0
328,India expects tech cos will not use encryption as 'excuse'- official says,0
258,Amazon warehouse workers overwhelmingly rejected a union. Now they may vote again,1
523,Britain and India aim to finalise FTA agreement by year-end,0
882,UPDATE 1-Amazon labor organizer arrested for trespassing after dropping off food for workers,1
655,UPDATE 6-Amazon may drop Visa as partner on U.S. credit card,1
43,"India's daily COVID-19 cases rise by 194,720",0
658,India's Life Insurance Corp files $8 billion IPO papers,0
213,India's Reliance to take on 200 Future stores amid Amazon dispute - sources,1
265,"Mailbox, cameras. How Amazon interfered with Alabama union election -NLRB official",1
59,Amazon sues financial crime agency in latest twist of Indian battle,1
590,"EXCLUSIVE-EU antitrust regulators set to clear Amazon, MGM deal - sources",1
175,Exclusive-Visa's chief financial officer expects to resolve fee row with Amazon,1
408,"Sony, Zee lock India merger to create mega TV network",0
972,India spends record $55.7 billion on gold imports in 2021 - govt source,0
921,Lawsuit against Amazon filed in tornado swarm that left 6 dead in Illinois warehouse,1
496,Amazon seeks renewable power for Japan data centres - Nikkei,1
112,"FTC extends probe of Amazon, MGM deal - source",1
561,Explainer-India's wheat exports surge as world prices soar,0
396,UPDATE 1-Amazon restores services after multiple users face outage,1
1039,"UK PM Johnson: India has made ""massive commitment"" on decarbonising energy",0
20,Amazon hires Twitter executive to tackle diversity challenges,1
856,India's trade deficit widens to record $22.6 billion in September,0
922,Demand still strong for India-made AstraZeneca vaccine doses - COVAX's GAVI,0
1163,UPDATE 2-Beyond Meat names Amazon veteran Phil Hardin as CFO,1
569,"India reports 258,089 new daily COVID-19 infections",0
417,"India asks ""captive"" coal mines to increase output as power demand rises",0
313,U.S. labor board official orders Amazon to redo union vote at Alabama warehouse,1
242,Blinken to visit India with vaccines and China in focus,0
642,UPDATE 1-Amazon launches service aggregating video streaming apps in India,1
296,Amazon must adhere to UK supplier rules after grocery turnover tops 1 billion pounds,1
917,India needs more big banks the size of largest lender SBI -finmin,0
264,"India's daily COVID-19 infections rise by 38,079",0
1613,Israeli tech firm CloudEndure says it was bought by Amazon,1
887,"Amazon agrees to NYC union election terms, setting stage for two votes in March",1
396,"Musk's Starlink registers India unit, targets rural districts",0
390,Amazon again loses bid for SCOTUS review on FAA exemption,1
956,EXCLUSIVE-Amazon to proactively remove more content that violates rules from cloud service -sources,1
63,Amazon investigating kickback allegation at India unit - source,0
300,India's economic advisory council expects it to grow 7%-7.5% in 2022/23,0
1506,Amazon partners UK's Next for click & collect service,1
803,"After Flipkart, Amazon files appeal at India's Supreme Court in antitrust probe",1
746,Britain and India aim to finalise FTA agreement by year-end,0
788,Amazon shuts down cloud infrastructure linked to Israeli firm NSO - Vice,1
424,Amazon Web Services says will open data centers in Israel,1
1387,INSIGHT-Road to ruin: informal byways sow seeds of destruction in Colombia's Amazon,1
877,India foreign minister says willing to make investments in Sri Lanka,0
47,"India's daily COVID-19 cases rise by 194,720",0
90,"India reports 168,063 new COVID-19 infections",0
976,"India antitrust probe finds Google abused Android dominance, report shows",0
1044,"U.S. senator presses Amazon, Google on Matter smart-home effort",1
299,U.S. Vice President Harris welcomes India's resuming COVID exports,0
332,"Amazon agrees to NYC union election terms, setting stage for two votes in March",1
638,"FOCUS-Amazon's trucking ambitions bump up against driver shortage, competition",1
480,"India, Tesla in 'weird stalemate' on tax cut demands with no investment pledge-sources",0
120,"New York accuses Amazon of backsliding over worker safety, seeks monitor",1
1146,Amazon sues New York attorney general to preempt COVID-19 lawsuit,1
1313,Amazon India launches online academy to coach future engineers,1
1016,India says no report of its students being held hostage in Ukraine,0
211,India court dismisses Future's plea to declare arbitration with Amazon illegal,1
678,U.S. lawmakers call for privacy legislation after Reuters report on Amazon lobbying,1
541,India considers easing curbs on some Chinese investments - Bloomberg News,0
1399,Amazon signs cloud deal with Toyota,1
901,EXCLUSIVE-Amazon talks with India's Future broke down over U.S. firm's demand of $200 mln-sources,1
872,Qatar Energy says it is committed to being trusted supplier to India,0
1286,U.S. judge declines to dismiss Amazon allegations Trump interfered in JEDI contract,1
658,California should eliminate oil extracted from Amazon rainforest -NGOs,1
42,"India says daily COVID infections rise by 285,914",0
1143,France's BNP to stop financing firms farming deforested land in the Amazon,1
641,India appoints veteran diplomat as new oil minister,0
603,India's Bharat Biotech resumes exports of homegrown COVID-19 shot,0
1232,EXCLUSIVE-Amazon orders hundreds of trucks that run on natural gas,1
728,"India's oil imports from US to rise, amid criticism for Russian purchases",0
1543,BRIEF-‍AWS announces Amazon ML Solutions Lab,1
681,India says one vaccine dose prevents 96.6% COVID-19 deaths,0
1137,"U.S. senator slams Apple, Amazon, Nike, for enabling forced labor in China",1
1581,Amazon cuts price of largest Kindle Fire tablet,1
35,Amazon shareholders call for tax transparency - FT,1
1152,District of Columbia accuses Amazon of unfair pricing strategies in new suit,1
327,Russia says India approves one-shot Sputnik Light COVID vaccine,0
1457,FEATURE-Family men or forest destroyers? Meet the miners living off the Amazon's gold,1
749,EXCLUSIVE-India plans refiners' joint oil deals to cut import bill,0
942,Flu vaccine demand takes off in India as pandemic raises awareness,0
1287,Amazon to face U.S. union push in year ahead,1
94,India reports outbreak of H5N1 bird flu - OIE,0
413,"Moscow, Delhi sign deal to produce Kalashnikov assault rifles in India",0
1551,Amazon unveils effort to develop original TV shows,1
476,UAE to get 3 Amazon Web Services data centres in 2022,1
11,"Amazon to create 1,500 new apprenticeships in UK in 2022",1
704,India's fuel demand rose 5.2% y/y in September,0
13,India's Omicron cases jump to 101,0
86,Amazon escapes patent claims in Delaware over Alexa technology,1
905,"Brazil bans fires, redeploys military to protect Amazon rainforest",1
1176,"EXCLUSIVE-Amazon, Tata say Indian govt e-commerce rules will hit businesses -sources",1
418,Amazon raises minimum pay in Germany to 12 euros per hour,1
1035,"US STOCKS-Wall Street shakes off Amazon, Apple weakness to end modestly higher",1
1155,Bolsonaro pledges to keep mining out of Yanomami reservation in Amazon,1
236,Eighteen killed in India as truck slams into overcrowded bus,0
804,Amazon's Deliveroo stake to drop to 11.5% after London IPO,1
997,Amazon asks India antitrust body to revoke Reliance-Future deal approval,0
819,"China, Malaysia's scrap metal U-turn a golden opportunity for India - official",0
1018,India's LIC gets market regulator nod for mega IPO - source,0
120,Musk's Starlink to apply for India licence by end of January,0
720,"Peloton surges on reports of buyout interest from Amazon, Nike",1
846,Mahindra electric vehicles to power Amazon India deliveries,1
790,Foxconn India's iPhone plant restarts production after Dec protests,0
323,India's Jan trade deficit touches $17.94 billion - trade ministry,0
40,"Telenor partners with Amazon to modernise systems, offer services",1
357,"UK foreign minister to discuss security, defence ties with India",0
672,"Colombia saw 42,600 hectares deforested in Amazon through June this year",1
1366,BRIEF-AWS announces Amazon connect,1
23,Tata group takes control of Air India,0
499,India's biggest car dealer Popular plans $100 million listing - source,0
742,India in talks to buy 50 million doses of Pfizer vaccine -WSJ,0
1070,UPDATE 2-Amazon rights row throws French soccer into fresh turmoil,1
1150,"EV startup Rivian, backed by Amazon and Ford, targets over $53 bln valuation in IPO",1
1516,Amazon Instant Video launches on PlayStation 3,1
1236,FEATURE-The other Amazon: Soybeans drive loss of S. America's second-largest forest,1
1349,Amazon supports higher corporate taxes in U.S. - Bezos,1
995,India confirms first Omicron-related death as COVID-19 cases jump,0
286,Amazon hires Tesco veteran Tony Hoggett to run stores,1
915,Guyana could revive talks with India on crude oil supplies -vice president,0
491,"Coronavirus impact worsens India's educational divide, U.N. agency says",0
619,CORRECTED-Amazon Fire TV in U.S. and Canada get TikTok (Nov 1),1
633,Foxconn India factory workers hospitalised after food poisoning,0
1288,Parler urges U.S. judge to order Amazon to restore its platform,1
365,Pressure grows in India to condemn old friend Russia's invasion of Ukraine,0
334,Coal India auction to non-power sector up sharply,0
562,Amazon pay rise shows changing inflation dynamics,1
416,Amazon’s world is already enough without MGM,1
285,BRIEF-U.S. FTC Privacy Probe Of Amazon Ring Puts Khan's Agenda In The Spotlight - The Information,1
316,"UPDATE 2-U.S. Senator Warren urges Amazon breakup, India retailers want probe after Reuters story",1
8,Amazon trots out YouTube-sized advertising business,1
1544,Fired Amazon worker files discrimination lawsuit over pandemic conditions,1
